40380,Blue,20230810 00:08:14,20230810 00:09:14,0,0,0,Clark/Lake,O'Hare,41.8851,-87.62946,10,10
40380,Blue,20230810 00:08:06,20230810 00:09:06,0,0,0,Clark/Lake,Forest Park,41.88571,-87.63641,15,15
40380,Brn,20230810 00:08:19,20230810 00:09:19,0,0,0,Clark/Lake,Kimball,41.88443,-87.62622,10,10
40380,Pink,20230810 00:08:17,20230810 00:12:17,0,0,0,Clark/Lake,54th/Cermak,41.88542,-87.66207,17,17
40380,G,20230810 00:08:17,20230810 00:13:17,0,0,0,Clark/Lake,Harlem/Lake,41.87268,-87.62677,13,13
40380,G,20230810 00:07:23,20230810 00:13:23,0,0,0,Clark/Lake,Cottage Grove,41.88482,-87.68058,17,17
40380,Org,20230810 00:08:19,20230810 00:19:19,0,0,0,Clark/Lake,Midway,41.86267,-87.62651,19,19
41700,G,20230810 00:08:17,20230810 00:11:17,0,0,0,Washington/Wabash,Harlem/Lake,41.87268,-87.62677,13,13
41700,Pink,20230810 00:08:17,20230810 00:14:17,0,0,0,Washington/Wabash,54th/Cermak,41.88542,-87.66207,17,17
41700,G,20230810 00:07:23,20230810 00:16:23,0,0,0,Washington/Wabash,Cottage Grove,41.88482,-87.68058,17,17
41700,Org,20230810 00:08:19,20230810 00:22:19,0,0,0,Washington/Wabash,Midway,41.86267,-87.62651,19,19
41700,G,20230810 00:08:18,20230810 00:27:18,0,0,0,Washington/Wabash,Ashland/63rd,41.88692,-87.75087,21,21
41700,Brn,20230810 00:08:21,20230810 00:29:21,0,0,0,Washington/Wabash,Kimball,41.93602,-87.65327,17,17
41700,G,20230810 00:08:10,20230810 00:31:10,0,0,0,Washington/Wabash,Harlem/Lake,41.78904,-87.61817,27,27
40680,G,20230810 00:08:17,20230810 00:10:17,0,0,0,Adams/Wabash,Harlem/Lake,41.87268,-87.62677,13,13
40680,Pink,20230810 00:08:17,20230810 00:15:17,0,0,0,Adams/Wabash,54th/Cermak,41.88542,-87.66207,17,17
40680,G,20230810 00:07:23,20230810 00:17:23,0,0,0,Adams/Wabash,Cottage Grove,41.88482,-87.68058,17,17
40680,Org,20230810 00:08:19,20230810 00:23:19,0,0,0,Adams/Wabash,Midway,41.86267,-87.62651,19,19
40680,Brn,20230810 00:08:21,20230810 00:28:21,0,0,0,Adams/Wabash,Kimball,41.93602,-87.65327,17,17
40680,G,20230810 00:08:18,20230810 00:28:18,0,0,0,Adams/Wabash,Ashland/63rd,41.88692,-87.75087,21,21
40680,G,20230810 00:08:10,20230810 00:31:10,0,0,0,Adams/Wabash,Harlem/Lake,41.78904,-87.61817,27,27
40850,Org,20230810 00:08:19,20230810 00:13:19,0,0,0,Harold Washington Library-State/Van Buren,Midway,41.86267,-87.62651,19,19
40850,Pink,20230810 00:08:17,20230810 00:17:17,0,0,0,Harold Washington Library-State/Van Buren,54th/Cermak,41.88542,-87.66207,17,17
40850,Brn,20230810 00:08:21,20230810 00:26:21,0,0,0,Harold Washington Library-State/Van Buren,Kimball,41.93602,-87.65327,17,17
40850,Org,20230810 00:08:21,20230810 00:29:21,0,0,0,Harold Washington Library-State/Van Buren,Midway,41.80381,-87.71499,21,21
40850,Pink,20230810 00:08:08,20230810 00:33:08,0,0,0,Harold Washington Library-State/Van Buren,54th/Cermak,41.85382,-87.72988,15,14
40160,Org,20230810 00:08:19,20230810 00:14:19,0,0,0,LaSalle/Van Buren,Midway,41.86267,-87.62651,19,19
40160,Pink,20230810 00:08:17,20230810 00:18:17,0,0,0,LaSalle/Van Buren,54th/Cermak,41.88542,-87.66207,17,17
40160,Brn,20230810 00:08:21,20230810 00:25:21,0,0,0,LaSalle/Van Buren,Kimball,41.93602,-87.65327,17,17
40160,Org,20230810 00:08:21,20230810 00:31:21,0,0,0,LaSalle/Van Buren,Midway,41.80381,-87.71499,21,21
40160,Pink,20230810 00:08:08,20230810 00:35:08,0,0,0,LaSalle/Van Buren,54th/Cermak,41.85382,-87.72988,15,14
40040,Org,20230810 00:08:19,20230810 00:16:19,0,0,0,Quincy,Midway,41.86267,-87.62651,19,19
40040,Pink,20230810 00:08:17,20230810 00:20:17,0,0,0,Quincy,54th/Cermak,41.88542,-87.66207,17,17
40040,Brn,20230810 00:08:21,20230810 00:24:21,0,0,0,Quincy,Kimball,41.93602,-87.65327,17,17
40040,Org,20230810 00:08:21,20230810 00:32:21,0,0,0,Quincy,Midway,41.80381,-87.71499,21,21
